,Id,MSSubClass,LotFrontage,LotArea,Street,Neighborhood,OverallQual,OverallCond,YearBuilt,RoofMatl,MasVnrArea,BsmtQual,BsmtCond,BsmtFinType1,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenAbvGr,GarageArea,PavedDrive,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
606,607,20,82.0,12464,Pave,CollgCr,5,5,1996,CompShg,0.0,Gd,TA,GLQ,GasA,Gd,Y,1040,0,1040,1,1,576,Y,0,11,2009,Normal,152000
607,608,20,78.0,7800,Pave,Edwards,5,8,1948,CompShg,0.0,TA,Gd,GLQ,GasA,Ex,Y,1112,896,2008,3,1,230,Y,0,8,2006,Normal,225000
608,609,70,78.0,12168,Pave,Crawfor,8,6,1934,CompShg,0.0,Gd,TA,BLQ,GasA,TA,Y,1940,1254,3194,2,1,380,Y,0,9,2007,Alloca,359100
609,610,20,61.0,7943,Pave,Sawyer,4,5,1961,CompShg,192.0,TA,TA,Rec,GasA,Gd,Y,1029,0,1029,1,1,261,Y,0,4,2007,Normal,118500
610,611,60,,11050,Pave,CollgCr,9,5,2000,CompShg,204.0,Ex,TA,GLQ,GasA,Ex,Y,1476,677,2153,2,1,736,Y,0,5,2009,Normal,313000
611,612,80,,10395,Pave,NWAmes,6,6,1978,CompShg,233.0,Gd,TA,ALQ,GasA,TA,Y,1032,0,1032,2,1,564,Y,500,7,2007,Normal,148000
612,613,60,,11885,Pave,CollgCr,8,5,2001,CompShg,108.0,Gd,TA,GLQ,GasA,Ex,Y,1299,573,1872,2,1,531,Y,0,11,2009,Normal,261500
613,614,20,70.0,8402,Pave,Mitchel,5,5,2007,CompShg,0.0,Gd,TA,ALQ,GasA,Ex,Y,1120,0,1120,1,1,0,Y,0,12,2007,Partial,147000
614,615,180,21.0,1491,Pave,MeadowV,4,6,1972,CompShg,0.0,Gd,TA,LwQ,GasA,Ex,Y,630,0,630,1,1,0,Y,0,5,2010,Normal,75500
615,616,85,80.0,8800,Pave,NAmes,6,7,1963,CompShg,156.0,TA,TA,GLQ,GasA,Ex,Y,1054,0,1054,1,1,480,Y,0,5,2010,Abnorml,137500
616,617,60,,7861,Pave,Gilbert,6,5,2002,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,807,702,1509,2,1,393,Y,0,6,2006,Normal,183200
617,618,45,59.0,7227,Pave,NAmes,6,6,1954,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,832,0,832,1,1,528,Y,0,6,2008,Normal,105500
618,619,20,90.0,11694,Pave,NridgHt,9,5,2007,CompShg,452.0,Ex,TA,GLQ,GasA,Ex,Y,1828,0,1828,2,1,774,Y,0,7,2007,Partial,314813
619,620,60,85.0,12244,Pave,Timber,8,5,2003,CompShg,226.0,Gd,TA,GLQ,GasA,Ex,Y,1482,780,2262,2,1,749,Y,0,8,2008,Normal,305000
620,621,30,45.0,8248,Pave,Edwards,3,3,1914,CompShg,0.0,TA,TA,BLQ,GasA,TA,N,864,0,864,1,1,0,N,0,9,2008,Normal,67000
621,622,60,90.0,10800,Pave,NWAmes,6,7,1974,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,1548,1066,2614,2,1,624,Y,0,6,2008,Normal,240000
622,623,20,71.0,7064,Pave,Sawyer,5,6,1977,CompShg,153.0,TA,TA,BLQ,GasA,TA,Y,980,0,980,1,1,484,Y,0,7,2009,Normal,135000
623,624,160,,2117,Pave,Somerst,6,5,2000,CompShg,513.0,Gd,TA,GLQ,GasA,Ex,Y,756,756,1512,2,1,440,Y,0,6,2007,Normal,168500
624,625,60,80.0,10400,Pave,NWAmes,6,5,1972,CompShg,288.0,TA,TA,Rec,GasA,Gd,Y,1012,778,1790,1,1,484,Y,0,11,2006,Normal,165150
625,626,20,87.0,10000,Pave,NAmes,6,6,1962,CompShg,261.0,TA,TA,Unf,GasA,TA,Y,1116,0,1116,1,1,440,Y,0,2,2010,Normal,160000
626,627,20,,12342,Pave,NAmes,5,5,1960,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,1422,0,1422,1,1,286,Y,600,8,2007,Normal,139900
627,628,80,80.0,9600,Pave,NAmes,6,6,1955,CompShg,164.0,TA,TA,BLQ,GasA,Ex,Y,1520,0,1520,1,1,364,Y,0,3,2010,Normal,153000
628,629,60,70.0,11606,Pave,NAmes,5,5,1969,CompShg,192.0,Gd,TA,Rec,GasA,TA,Y,1040,1040,2080,1,1,504,Y,0,9,2007,Family,135000
629,630,80,82.0,9020,Pave,NAmes,6,5,1964,WdShngl,259.0,TA,TA,GLQ,GasA,TA,Y,1350,0,1350,1,1,520,Y,0,6,2008,Normal,168500
630,631,70,50.0,9000,Pave,OldTown,5,6,1880,CompShg,0.0,Fa,Fa,Unf,GasA,TA,Y,1089,661,1750,1,1,240,N,0,6,2006,Abnorml,124000
631,632,120,34.0,4590,Pave,NridgHt,8,5,2006,CompShg,108.0,Gd,Gd,GLQ,GasA,Ex,Y,1554,0,1554,2,1,627,Y,0,8,2007,Normal,209500
632,633,20,85.0,11900,Pave,NWAmes,7,5,1977,CompShg,209.0,TA,TA,ALQ,GasA,TA,Y,1411,0,1411,2,1,544,Y,0,4,2009,Family,82500
633,634,20,80.0,9250,Pave,NAmes,5,7,1954,CompShg,0.0,TA,TA,BLQ,GasA,TA,Y,1056,0,1056,1,1,260,Y,0,7,2007,Normal,139400
634,635,90,64.0,6979,Pave,OldTown,6,5,1980,CompShg,0.0,TA,TA,GLQ,GasA,Gd,Y,1056,0,1056,0,2,576,Y,600,6,2010,Normal,144000
635,636,190,60.0,10896,Pave,SWISU,6,7,1914,CompShg,0.0,TA,Fa,LwQ,GasA,Ex,Y,1440,1440,3395,2,2,0,N,0,3,2007,Abnorml,200000
636,637,30,51.0,6120,Pave,BrkSide,2,3,1936,CompShg,0.0,TA,Fa,Unf,Grav,Fa,N,800,0,800,1,1,0,N,0,1,2009,Normal,60000
637,638,190,50.0,6000,Pave,OldTown,5,4,1954,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,811,576,1387,2,2,256,Y,0,11,2009,Normal,93000
638,639,30,67.0,8777,Pave,Edwards,5,7,1910,CompShg,0.0,Fa,TA,Unf,GasA,Gd,Y,796,0,796,1,1,0,P,0,5,2008,Normal,85000
639,640,120,53.0,3982,Pave,Blmngtn,8,5,2006,CompShg,0.0,Gd,Gd,GLQ,GasA,Ex,Y,1567,0,1567,2,1,648,Y,0,10,2006,Partial,264561
640,641,120,62.0,12677,Pave,NridgHt,8,5,2003,CompShg,472.0,Ex,TA,GLQ,GasA,Ex,Y,1518,0,1518,1,1,588,Y,0,4,2008,Normal,274000
641,642,60,,7050,Pave,Somerst,7,5,2001,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1057,872,1929,2,1,650,Y,0,5,2007,Normal,226000
642,643,80,75.0,13860,Pave,NAmes,8,7,1972,CompShg,0.0,Gd,TA,GLQ,GasA,Gd,Y,2000,704,2704,2,1,538,Y,0,7,2009,Normal,345000
643,644,60,80.0,10793,Pave,NWAmes,5,5,1969,CompShg,263.0,TA,TA,Rec,GasA,Ex,Y,780,840,1620,2,1,462,Y,0,4,2007,Normal,152000
644,645,20,85.0,9187,Pave,Somerst,9,5,2009,CompShg,162.0,Ex,TA,GLQ,GasA,Ex,Y,1766,0,1766,2,1,478,Y,0,10,2009,Partial,370878
645,646,20,,10530,Pave,NAmes,6,5,1971,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,981,0,981,1,1,576,Y,0,3,2007,Normal,143250
646,647,20,60.0,7200,Pave,NAmes,5,5,1950,CompShg,0.0,,,,GasA,Gd,Y,1048,0,1048,1,1,420,Y,0,7,2008,Normal,98300
647,648,20,85.0,10452,Pave,Edwards,6,5,1953,CompShg,216.0,TA,TA,Rec,GasA,Ex,Y,1094,0,1094,1,1,495,Y,0,6,2008,Normal,155000
648,649,60,70.0,7700,Pave,NAmes,6,5,1966,CompShg,351.0,TA,TA,Unf,GasA,TA,Y,1051,788,1839,1,1,442,Y,0,6,2010,Normal,155000
649,650,180,21.0,1936,Pave,MeadowV,4,6,1970,CompShg,0.0,Gd,TA,BLQ,GasA,Gd,Y,630,0,630,1,1,0,Y,0,12,2007,Normal,84500
650,651,60,65.0,8125,Pave,Somerst,7,6,2007,CompShg,,Gd,TA,Unf,GasA,Ex,Y,822,843,1665,2,1,562,Y,0,5,2008,Normal,205950
651,652,70,60.0,9084,Pave,Edwards,4,5,1940,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,755,755,1510,1,1,296,P,0,10,2009,Normal,108000
652,653,60,70.0,8750,Pave,CollgCr,7,5,1996,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,909,807,1716,2,1,512,Y,0,7,2009,Normal,191000
653,654,50,60.0,10320,Pave,IDOTRR,6,7,1906,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,756,713,1469,1,1,216,Y,0,6,2008,Normal,135000
654,655,20,91.0,10437,Pave,NoRidge,8,6,1995,CompShg,660.0,Gd,TA,GLQ,GasA,Ex,Y,2113,0,2113,2,1,839,Y,0,8,2008,Normal,350000
655,656,160,21.0,1680,Pave,BrDale,6,5,1971,CompShg,381.0,TA,TA,Unf,GasA,TA,Y,525,567,1092,1,1,264,Y,0,3,2010,Family,88000
656,657,20,72.0,10007,Pave,NAmes,5,7,1959,CompShg,54.0,TA,TA,ALQ,GasA,Ex,Y,1053,0,1053,1,1,312,Y,0,8,2008,Normal,145500
657,658,70,60.0,7200,Pave,Crawfor,7,6,1931,CompShg,0.0,Gd,TA,Unf,GasA,TA,Y,851,651,1502,1,1,270,P,0,2,2008,Normal,149000
658,659,50,78.0,17503,Pave,NAmes,6,5,1948,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,912,546,1458,1,1,330,Y,0,1,2010,Abnorml,97500
659,660,20,75.0,9937,Pave,Edwards,5,7,1964,CompShg,0.0,TA,TA,BLQ,GasA,Ex,Y,1486,0,1486,1,1,480,Y,0,3,2009,Normal,167000
660,661,60,,12384,Pave,NWAmes,7,7,1976,CompShg,233.0,Gd,TA,Unf,GasA,TA,Y,1142,793,1935,2,1,550,Y,0,11,2007,Normal,197900
661,662,60,52.0,46589,Pave,NoRidge,8,7,1994,CompShg,528.0,Gd,Gd,GLQ,GasA,Ex,Y,1686,762,2448,2,1,711,Y,0,7,2009,Normal,402000
662,663,20,120.0,13560,Pave,NAmes,6,3,1968,CompShg,216.0,Fa,Fa,Unf,GasA,Gd,Y,1392,0,1392,1,1,576,Y,0,7,2009,Normal,110000
663,664,85,90.0,10012,Pave,Edwards,4,5,1972,CompShg,0.0,Gd,TA,BLQ,GasA,TA,Y,1181,0,1181,2,1,588,Y,0,4,2008,Normal,137500
664,665,20,49.0,20896,Pave,Somerst,8,5,2005,CompShg,0.0,Ex,TA,GLQ,GasA,Ex,Y,2097,0,2097,1,1,1134,Y,0,1,2006,Partial,423000
665,666,60,106.0,11194,Pave,Gilbert,8,5,2000,CompShg,40.0,Gd,TA,Unf,GasA,Ex,Y,1454,482,1936,2,1,504,Y,0,11,2006,Normal,230500
666,667,60,,18450,Pave,NAmes,6,5,1965,Tar&Grv,113.0,Gd,TA,LwQ,GasA,TA,Y,1465,915,2380,2,1,596,Y,0,8,2007,Abnorml,129000
667,668,20,65.0,8125,Pave,SawyerW,6,5,1994,CompShg,258.0,Gd,TA,GLQ,GasA,Ex,Y,1679,0,1679,2,1,575,Y,0,10,2008,Normal,193500
668,669,20,,14175,Pave,Sawyer,5,6,1956,CompShg,0.0,TA,TA,Rec,GasA,Gd,Y,1437,0,1437,1,1,576,Y,0,11,2006,Normal,168000
669,670,30,80.0,11600,Pave,Crawfor,4,5,1922,CompShg,0.0,Fa,TA,Unf,GasA,Ex,Y,1180,0,1180,1,1,252,Y,0,7,2006,Normal,137500
670,671,60,64.0,8633,Pave,CollgCr,6,5,2005,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,738,738,1476,2,1,540,Y,0,2,2009,Normal,173500
671,672,70,54.0,6629,Pave,Edwards,6,6,1925,CompShg,0.0,TA,TA,BLQ,GasA,TA,N,697,672,1369,2,1,300,Y,0,7,2009,Normal,103600
672,673,20,,11250,Pave,Veenker,6,6,1977,CompShg,0.0,Gd,TA,ALQ,GasA,TA,Y,1208,0,1208,1,1,546,Y,0,6,2006,Normal,165000
673,674,20,110.0,14442,Pave,Crawfor,6,7,1957,CompShg,106.0,TA,TA,GLQ,GasA,Ex,Y,1839,0,1839,2,1,416,Y,0,6,2007,Normal,257500
674,675,20,80.0,9200,Pave,NAmes,6,6,1965,CompShg,0.0,TA,TA,Rec,GasA,TA,Y,1136,0,1136,1,1,384,Y,0,7,2008,Normal,140000
675,676,160,24.0,2289,Pave,NPkVill,6,6,1978,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,855,586,1441,2,1,440,Y,0,4,2009,Normal,148500
676,677,70,60.0,9600,Pave,OldTown,4,2,1900,CompShg,0.0,TA,Fa,Unf,GasW,Fa,N,1095,679,1774,2,2,779,N,0,5,2006,Normal,87000
677,678,30,52.0,9022,Pave,OldTown,5,8,1924,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,792,0,792,1,1,240,N,0,5,2009,Normal,109500
678,679,20,80.0,11844,Pave,StoneBr,8,5,2008,CompShg,464.0,Ex,TA,Unf,GasA,Ex,Y,2046,0,2046,2,1,834,Y,0,7,2009,Partial,372500
679,680,20,,9945,Pave,Sawyer,5,5,1961,CompShg,57.0,TA,TA,Rec,GasA,TA,Y,988,0,988,1,1,572,Y,0,10,2007,Normal,128500
680,681,120,50.0,8012,Pave,SawyerW,6,5,1980,CompShg,0.0,Gd,TA,BLQ,GasA,TA,Y,923,0,923,2,1,264,Y,0,5,2010,Normal,143000
681,682,50,55.0,4500,Pave,SWISU,5,5,1932,CompShg,0.0,TA,TA,Rec,GasA,Ex,Y,848,672,1520,1,1,281,Y,0,7,2009,Abnorml,159434
682,683,120,,2887,Pave,ClearCr,6,5,1996,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1291,0,1291,1,1,431,Y,0,11,2008,Normal,173000
683,684,20,90.0,11248,Pave,CollgCr,9,5,2002,CompShg,215.0,Gd,TA,GLQ,GasA,Ex,Y,1668,0,1668,2,1,702,Y,0,7,2007,Normal,285000
684,685,60,58.0,16770,Pave,NoRidge,7,5,1998,CompShg,30.0,Gd,TA,Unf,GasA,Gd,Y,1195,644,1839,2,1,486,Y,0,6,2010,Normal,221000
685,686,160,,5062,Pave,StoneBr,7,5,1984,CompShg,0.0,Gd,TA,GLQ,GasA,Gd,Y,1190,900,2090,2,1,577,Y,0,9,2007,Normal,207500
686,687,60,84.0,10207,Pave,Somerst,7,6,2007,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,874,887,1761,3,1,578,Y,0,8,2007,Partial,227875
687,688,160,,5105,Pave,Somerst,7,5,2004,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,551,551,1102,2,1,480,Y,0,3,2007,Normal,148800
688,689,20,60.0,8089,Pave,StoneBr,8,6,2007,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1419,0,1419,2,1,567,Y,0,10,2007,Partial,392000
689,690,120,61.0,7577,Pave,NridgHt,6,5,2005,CompShg,256.0,Gd,TA,ALQ,GasA,Ex,Y,1362,0,1362,2,1,460,Y,0,6,2007,Normal,194700
690,691,120,,4426,Pave,CollgCr,6,5,2004,CompShg,147.0,Gd,TA,GLQ,GasA,Ex,Y,848,0,848,1,1,420,Y,0,5,2008,Normal,141000
691,692,60,104.0,21535,Pave,NoRidge,10,6,1994,WdShngl,1170.0,Ex,TA,GLQ,GasA,Ex,Y,2444,1872,4316,3,1,832,Y,0,1,2007,Normal,755000
692,693,60,42.0,26178,Pave,Timber,7,5,1989,CompShg,293.0,Gd,TA,GLQ,GasA,Ex,Y,1238,1281,2519,2,1,628,Y,0,4,2006,Normal,335000
693,694,30,60.0,5400,Pave,OldTown,5,6,1921,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,1073,0,1073,1,1,326,Y,0,12,2006,Abnorml,108480
694,695,50,51.0,6120,Pave,BrkSide,5,6,1936,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,1067,472,1539,1,1,576,Y,0,4,2009,Normal,141500
695,696,20,54.0,13811,Pave,Timber,6,6,1987,CompShg,72.0,Gd,Gd,GLQ,GasA,Gd,Y,1137,0,1137,2,1,551,Y,0,7,2006,Normal,176000
696,697,30,50.0,6000,Pave,BrkSide,5,7,1921,CompShg,0.0,TA,TA,LwQ,GasA,Gd,Y,616,0,616,1,1,205,Y,0,6,2006,Normal,89000
697,698,20,57.0,6420,Pave,Edwards,5,7,1952,CompShg,0.0,Ex,Gd,LwQ,GasA,Fa,Y,1148,0,1148,1,1,308,Y,0,9,2006,Normal,123500
698,699,20,65.0,8450,Pave,Sawyer,5,8,1965,CompShg,0.0,TA,TA,GLQ,GasA,Ex,Y,894,0,894,1,1,336,Y,0,4,2010,Normal,138500
699,700,120,59.0,4282,Pave,Somerst,7,5,2004,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1391,0,1391,2,1,530,Y,0,7,2008,Normal,196000
700,701,20,85.0,14331,Pave,Timber,8,5,2002,CompShg,630.0,Ex,TA,GLQ,GasA,Ex,Y,1800,0,1800,2,1,765,Y,0,5,2006,Normal,312500
701,702,20,80.0,9600,Pave,NWAmes,7,5,1969,CompShg,168.0,TA,TA,Unf,GasA,TA,Y,1164,0,1164,1,1,528,Y,0,7,2006,Normal,140000
702,703,60,82.0,12438,Pave,StoneBr,8,5,2006,CompShg,466.0,Ex,Gd,Unf,GasA,Ex,Y,1264,1312,2576,2,1,666,Y,0,7,2006,Partial,361919
703,704,190,76.0,7630,Pave,OldTown,5,9,1900,CompShg,0.0,Gd,TA,Unf,GasA,Gd,Y,1032,780,1812,2,2,672,N,0,5,2010,Normal,140000
704,705,20,70.0,8400,Pave,CollgCr,7,5,2004,CompShg,109.0,Gd,TA,GLQ,GasA,Ex,Y,1484,0,1484,2,1,606,Y,0,5,2010,Normal,213000
705,706,190,70.0,5600,Pave,IDOTRR,4,5,1930,CompShg,0.0,,,,GasA,Fa,N,372,720,1092,2,2,0,N,3500,7,2010,Normal,55000
706,707,20,,115149,Pave,ClearCr,7,5,1971,CompShg,351.0,Gd,TA,GLQ,GasA,TA,Y,1824,0,1824,2,1,739,Y,0,6,2007,Normal,302000
707,708,120,48.0,6240,Pave,NridgHt,8,5,2006,CompShg,176.0,Gd,TA,GLQ,GasA,Ex,Y,1324,0,1324,2,1,550,Y,0,12,2009,Normal,254000
708,709,60,65.0,9018,Pave,Gilbert,7,5,2007,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,728,728,1456,2,1,400,Y,0,7,2007,Partial,179540
709,710,20,,7162,Pave,Sawyer,5,7,1966,CompShg,41.0,TA,TA,Unf,GasA,TA,Y,904,0,904,1,1,408,Y,0,12,2008,Abnorml,109900
710,711,30,56.0,4130,Pave,BrkSide,3,6,1935,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,729,0,729,1,1,0,N,0,7,2008,Normal,52000
711,712,50,66.0,8712,Pave,IDOTRR,4,7,1900,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,859,319,1178,1,1,384,N,0,1,2010,Abnorml,102776
712,713,120,40.0,4671,Pave,StoneBr,8,5,1988,CompShg,0.0,Gd,TA,GLQ,GasA,Gd,Y,1228,0,1228,2,1,472,Y,0,10,2008,Normal,189000
713,714,190,60.0,9873,Pave,BrkSide,4,5,1970,CompShg,160.0,TA,TA,ALQ,GasW,TA,N,960,0,960,1,1,576,Y,0,5,2006,Normal,129000
714,715,60,,13517,Pave,Sawyer,6,8,1976,CompShg,289.0,TA,TA,GLQ,GasA,Ex,Y,725,754,1479,2,1,475,Y,0,3,2010,Normal,130500
715,716,20,78.0,10140,Pave,NWAmes,6,5,1974,CompShg,174.0,Gd,TA,Unf,GasA,TA,Y,1350,0,1350,2,1,478,Y,0,8,2009,Normal,165000
716,717,70,60.0,10800,Pave,OldTown,7,8,1890,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,1576,978,2554,1,1,704,P,0,7,2007,Normal,159500
717,718,20,80.0,10000,Pave,NWAmes,5,6,1973,CompShg,0.0,Gd,TA,BLQ,GasA,Gd,Y,1178,0,1178,1,1,439,Y,0,11,2008,Normal,157000
718,719,60,96.0,10542,Pave,NoRidge,7,5,1993,CompShg,651.0,Gd,TA,GLQ,GasA,Ex,Y,1325,1093,2418,2,1,983,Y,0,8,2008,Normal,341000
719,720,20,69.0,9920,Pave,CollgCr,5,6,1969,CompShg,0.0,Gd,TA,ALQ,GasA,TA,Y,971,0,971,1,1,300,Y,0,5,2006,Normal,128500
720,721,120,,6563,Pave,StoneBr,8,5,1985,CompShg,0.0,Gd,TA,GLQ,GasA,TA,Y,1742,0,1742,2,1,564,Y,0,12,2006,Normal,275000
721,722,120,,4426,Pave,CollgCr,6,5,2004,CompShg,169.0,Gd,TA,GLQ,GasA,Ex,Y,848,0,848,1,1,420,Y,0,5,2010,Normal,143000
722,723,20,70.0,8120,Pave,NAmes,4,7,1970,CompShg,0.0,TA,TA,ALQ,GasA,Ex,Y,864,0,864,1,1,463,Y,0,7,2009,Normal,124500
723,724,50,60.0,8172,Pave,Edwards,4,6,1954,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,997,473,1470,2,1,548,Y,0,5,2008,Normal,135000
724,725,20,86.0,13286,Pave,Edwards,9,5,2007,CompShg,340.0,Ex,TA,GLQ,GasA,Ex,Y,1698,0,1698,2,1,768,Y,0,2,2009,Normal,320000
725,726,20,60.0,6960,Pave,NAmes,4,6,1970,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,864,0,864,1,1,660,Y,500,11,2009,Normal,120500
726,727,20,,21695,Pave,Crawfor,6,9,1988,CompShg,260.0,Gd,TA,GLQ,GasA,Ex,Y,1680,0,1680,2,1,540,Y,0,12,2009,Normal,222000
727,728,20,64.0,7314,Pave,CollgCr,7,5,2007,CompShg,82.0,Gd,TA,GLQ,GasA,Ex,Y,1232,0,1232,2,1,632,Y,0,2,2009,Normal,194500
728,729,90,85.0,11475,Pave,NAmes,5,5,1958,CompShg,95.0,TA,TA,Unf,GasA,TA,Y,1776,0,1776,2,2,888,Y,0,7,2009,Abnorml,110000
729,730,30,52.0,6240,Pave,IDOTRR,4,5,1925,CompShg,0.0,TA,TA,BLQ,GasA,TA,Y,848,0,1208,1,1,539,Y,0,1,2009,Normal,103000
730,731,120,39.0,5389,Pave,StoneBr,8,5,1995,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1616,0,1616,2,1,608,Y,0,3,2010,Normal,236500
731,732,80,73.0,9590,Pave,Timber,7,5,2003,CompShg,442.0,Ex,TA,GLQ,GasA,Ex,Y,1146,0,1146,2,1,438,Y,0,5,2007,Normal,187500
732,733,60,75.0,11404,Pave,CollgCr,7,5,1998,CompShg,202.0,Gd,TA,ALQ,GasA,Ex,Y,1153,878,2031,2,1,541,Y,0,7,2008,Normal,222500
733,734,20,80.0,10000,Pave,Sawyer,5,6,1961,CompShg,0.0,TA,TA,BLQ,GasA,Ex,Y,1144,0,1144,1,1,264,Y,400,3,2009,Normal,131400
734,735,20,,8978,Pave,Sawyer,5,5,1968,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,948,0,948,1,1,300,Y,0,5,2007,Family,108000
735,736,75,60.0,10800,Pave,OldTown,7,7,1914,CompShg,0.0,Gd,TA,Rec,GasW,Fa,N,880,888,1768,1,1,320,N,0,10,2006,Normal,163000
736,737,90,60.0,8544,Pave,NAmes,3,4,1950,CompShg,0.0,,,,GasA,Gd,N,1040,0,1040,2,2,400,Y,0,7,2006,Normal,93500
737,738,60,72.0,10463,Pave,Gilbert,8,5,2005,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,901,900,1801,2,1,800,Y,0,6,2006,Normal,239900
738,739,90,60.0,10800,Pave,Edwards,5,5,1987,CompShg,0.0,Gd,Gd,GLQ,GasA,TA,Y,1200,0,1200,3,1,0,Y,0,3,2009,Alloca,179000
739,740,60,65.0,9313,Pave,CollgCr,7,5,2004,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,864,864,1728,2,1,572,Y,0,4,2009,Normal,190000
740,741,70,60.0,9600,Pave,OldTown,5,7,1910,CompShg,0.0,Fa,Fa,Unf,GasA,Ex,Y,768,664,1432,2,1,360,Y,0,5,2007,Abnorml,132000
741,742,20,65.0,6768,Pave,Sawyer,6,8,1961,CompShg,0.0,TA,TA,GLQ,GasA,Gd,Y,912,0,912,1,1,288,Y,0,5,2008,Normal,142000
742,743,20,65.0,8450,Pave,SawyerW,7,5,2000,CompShg,108.0,Gd,TA,Unf,GasA,Ex,Y,1349,0,1349,2,1,539,Y,0,12,2007,Normal,179000
743,744,80,70.0,12886,Pave,Sawyer,5,6,1963,CompShg,0.0,Gd,TA,ALQ,GasA,Ex,Y,1464,0,1464,2,1,480,Y,0,10,2009,Normal,175000
744,745,120,41.0,5395,Pave,StoneBr,8,5,1993,CompShg,0.0,Gd,TA,GLQ,GasA,Gd,Y,1337,0,1337,2,1,462,Y,0,10,2008,Normal,180000
745,746,60,,8963,Pave,NWAmes,8,9,1976,CompShg,289.0,TA,Gd,GLQ,GasA,Ex,Y,1175,1540,2715,3,1,831,Y,0,7,2008,Normal,299800
746,747,60,,8795,Pave,Gilbert,7,5,2000,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,980,1276,2256,2,1,554,Y,0,4,2009,Normal,236000
747,748,70,65.0,11700,Pave,OldTown,7,7,1880,CompShg,0.0,TA,Fa,Unf,GasW,TA,N,1320,1320,2640,1,1,864,N,0,5,2009,Normal,265979
748,749,20,59.0,10593,Pave,NoRidge,7,5,1996,CompShg,338.0,Gd,TA,GLQ,GasA,Ex,Y,1720,0,1720,2,1,527,Y,0,3,2010,Normal,260400
749,750,50,50.0,8405,Pave,Edwards,4,3,1945,CompShg,0.0,,,,Wall,TA,N,1088,441,1529,2,1,240,N,0,4,2009,Normal,98000
750,751,50,55.0,8800,Pave,OldTown,4,7,1910,CompShg,0.0,TA,Fa,Unf,GasA,Gd,Y,792,348,1140,1,1,0,N,0,6,2010,Normal,96500
751,752,60,,7750,Pave,Gilbert,7,5,2003,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,660,660,1320,2,1,400,Y,0,8,2007,Normal,162000
752,753,20,79.0,9236,Pave,CollgCr,6,5,1997,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1494,0,1494,2,1,576,Y,0,7,2006,Normal,217000
753,754,60,80.0,10240,Pave,NridgHt,8,5,2005,CompShg,178.0,Gd,TA,Unf,GasA,Gd,Y,1038,1060,2098,2,1,878,Y,0,3,2006,Normal,275500
754,755,20,61.0,7930,Pave,NAmes,6,8,1969,CompShg,0.0,TA,TA,GLQ,GasA,Gd,Y,1026,0,1026,1,1,440,Y,0,7,2009,Normal,156000
755,756,160,34.0,3230,Pave,Somerst,6,5,1999,CompShg,894.0,Gd,TA,GLQ,GasA,Gd,Y,742,729,1471,2,1,440,Y,0,3,2009,Normal,172500
756,757,60,68.0,10769,Pave,CollgCr,8,5,2007,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,866,902,1768,2,1,578,Y,0,4,2009,Normal,212000
757,758,60,,11616,Pave,Sawyer,6,5,1978,CompShg,328.0,TA,TA,Rec,GasA,TA,Y,672,714,1386,2,1,440,Y,0,4,2010,Abnorml,158900
